,bullfrog,bullfrog_vals,bullfrog_grad_cosine,albatross,albatross_vals,albatross_grad_cosine,orangutan,orangutan_vals,orangutan_grad_cosine,goose,goose_vals,goose_grad_cosine,vizsla,vizsla_vals,vizsla_grad_cosine,ice cream,ice cream_vals,ice cream_grad_cosine,rule,rule_vals,rule_grad_cosine,capuchin,capuchin_vals,capuchin_grad_cosine,cicada,cicada_vals,cicada_grad_cosine,bucket,bucket_vals,bucket_grad_cosine,cellular telephone,cellular telephone_vals,cellular telephone_grad_cosine,spoonbill,spoonbill_vals,spoonbill_grad_cosine,lawn mower,lawn mower_vals,lawn mower_grad_cosine,drum,drum_vals,drum_grad_cosine,coho,coho_vals,coho_grad_cosine,punching bag,punching bag_vals,punching bag_grad_cosine
1802,smooth,-0.08439501,-0.05860101,pie,-0.08718118,-0.05420143,fountain,0.012837154,0.008633838,mask,-0.08447559,-0.055277772,rain,0.0011915411,0.0008459098,moat,0.06301454,0.040424872,bait,0.042550478,0.03049305,mummy,-0.0684867,-0.048294857,handset,-0.065326504,-0.040835537,hedge,0.009981928,0.006568894,hen,0.106200054,0.067016125,fresh,-0.09287627,-0.05937687,captain,-0.009513468,-0.0061571477,crosswalk,0.10785547,0.0693989,den,0.018569643,0.011754696,oilseed,0.07109252,0.041751232
1803,breastplate,-0.08441213,-0.058612905,fastener,-0.08726415,-0.05425302,sign,0.012819059,0.008621667,soda,-0.08450313,-0.0552958,friction,0.0011382699,0.00080808764,lox,0.06294921,0.04038296,punt,0.042516485,0.030468691,lingerie store,-0.06859698,-0.048372626,farmer,-0.06534945,-0.040849887,mashed,0.0099454215,0.0065448703,shank,0.10617203,0.066998444,fitted,-0.092876926,-0.059377287,weather instrument,-0.009555073,-0.006184074,wick,0.107824,0.06937866,candy,0.018550197,0.011742383,velcro,0.071004525,0.04169956
1804,honey,-0.084542386,-0.058703344,flashing,-0.087300874,-0.054275855,cow,0.012714932,0.008551635,beverage,-0.0845457,-0.05532366,frill,0.0011154469,0.0007918859,play/pause,0.06291394,0.04036032,mail carrier,0.042417623,0.030397844,brush,-0.06866689,-0.04842193,raised,-0.0653627,-0.040858164,small head,0.009808403,0.006454706,bouquet,0.106156155,0.06698842,brand,-0.09288393,-0.059381768,den.,-0.009730544,-0.0062976405,removable plate,0.1078231,0.069378085,panel,0.018517934,0.011721964,memory card,0.07095264,0.04166909
1805,shell-less,-0.0845608,-0.05871613,sports gear,-0.08743925,-0.054361872,kitchen,0.012650178,0.008508081,confetti,-0.08455704,-0.055331074,dive computer,0.0010729264,0.00076169893,squash,0.06278287,0.040276237,sieve-like,0.042389277,0.030377535,arctic region,-0.06876131,-0.04848851,terraces,-0.06539018,-0.040875338,araneae,0.00976998,0.0064294143,slow cooker,0.106064536,0.066930614,cab,-0.09304033,-0.05948175,hinges,-0.0097691165,-0.0063226074,door accessory,0.10771796,0.06931043,height adjustable,0.018517118,0.011721447,petroglyphs,0.0709361,0.041659374
1806,peg leg,-0.08456888,-0.058721744,venetian,-0.087487385,-0.054391798,transport,0.012633912,0.008497151,competition,-0.08460938,-0.055365324,sprayer,0.001070343,0.0007598561,beach bag,0.062775694,0.040271647,team,0.04236698,0.030361546,timing device,-0.06877144,-0.04849565,textured,-0.06545512,-0.04091593,drumstick,0.00973741,0.0064079813,retractor,0.10601346,0.066898376,monkey,-0.0930678,-0.059499316,aerophone,-0.009824554,-0.0063584885,taillights,0.107455045,0.06914126,dancing,0.018422497,0.011661552,graphics,0.07088708,0.04163059
1807,ladle,-0.08458229,-0.058731046,long hood,-0.087498024,-0.054398417,cartilaginous fish,0.012619974,0.008487774,engraved,-0.0846139,-0.055368274,tide pool,0.001063392,0.00075493054,white coat,0.06277276,0.040269755,receiver,0.042240024,0.030270575,heating element,-0.06885792,-0.048556637,input device,-0.0654808,-0.040931985,cow,0.009736013,0.006407056,stand,0.105961144,0.06686536,lampshade,-0.09309504,-0.059516743,toilet,-0.0099596735,-0.006445934,pollinator,0.107381314,0.06909381,adjuster,0.01837895,0.011633985,tiny,0.070866026,0.04161822
1808,overlapping,-0.08467445,-0.05879504,web,-0.08755638,-0.0544347,clothing,0.012532648,0.008429037,bike,-0.0847481,-0.05545609,mailbag,0.001001643,0.0007110927,caldera,0.062771335,0.040268842,eyespots,0.042232588,0.030265247,burners,-0.06887172,-0.04856637,campfire,-0.0655096,-0.040949985,fitted,0.00972883,0.0064023277,trainer,0.10592541,0.06684282,stringed,-0.093095444,-0.059516985,library,-0.0100269355,-0.006489468,trailer,0.10727597,0.06902602,savory dish,0.0183424,0.01161085,pew,0.070841074,0.04160356
1809,structure,-0.08467838,-0.058797777,wine refrigerator,-0.087654084,-0.05449544,bottle,0.012490515,0.008400696,intricate,-0.08475228,-0.055458825,gymnasium,0.00096594554,0.0006857432,viewfinder,0.06272161,0.040236954,dragonfly cruiser,0.04221134,0.030250017,brand,-0.068912394,-0.04859505,dishcloth,-0.065562576,-0.040983103,knurling,0.009712915,0.006391861,edible,0.105866045,0.066805355,conversion,-0.093177654,-0.059569545,habitat,-0.010109376,-0.006542819,breadcrumbs,0.10725522,0.06901269,breastplate,0.018330153,0.011603089,sturdy,0.07083546,0.041600265
1810,religious,-0.084678814,-0.058798067,cylinder,-0.087708935,-0.054529544,shed,0.012385493,0.008330069,tongs,-0.08478995,-0.055483475,guards,0.0009386204,0.00066634733,box,0.062686265,0.04021427,rosette,0.0422058,0.030246045,oats,-0.06892,-0.048600413,pulpit,-0.065572836,-0.04098951,restaurant,0.009673668,0.0063660312,tundra,0.10585594,0.06679897,button-front,-0.093321726,-0.05966165,swimwear,-0.010144955,-0.0065658474,epaulets,0.107205555,0.06898072,tap handle,0.01831615,0.011594234,headboard,0.07078717,0.041571908
1811,white face,-0.08470069,-0.058813255,security,-0.08771229,-0.054531634,elongated,0.012326137,0.008290152,hole,-0.084797405,-0.055488363,organ,0.00092671346,0.0006578965,cabbage,0.062598296,0.04015784,marina,0.042189233,0.030234173,insulated,-0.06892232,-0.048602052,armor,-0.06557361,-0.040990002,armor mesh,0.009646021,0.0063478425,vehicle,0.10585218,0.0667966,reference section,-0.093347095,-0.059677873,yarn,-0.010176085,-0.0065860003,central axis,0.10709823,0.068911664,zoo,0.018314779,0.011593367,bass,0.0707265,0.04153628
1812,location,-0.084713876,-0.058822412,sleeve,-0.08773712,-0.05454707,drainboard,0.012304949,0.0082758935,transport,-0.08482391,-0.0555057,vertical,0.0008455422,0.00060026953,golf scorecard,0.06258318,0.040148146,mythological figure,0.0421864,0.030232143,mask,-0.06893958,-0.048614215,drink,-0.06559157,-0.04100123,material,0.009601778,0.006318727,separator,0.105846286,0.06679288,long,-0.09336327,-0.059688207,twisted,-0.010177253,-0.006586746,walkman,0.107036665,0.06887206,screw,0.018311052,0.011591003,inmates,0.07067661,0.041506976
1813,historical site,-0.08474089,-0.05884118,lighters,-0.08776814,-0.054566354,hiker,0.012304647,0.008275693,horse-drawn,-0.084865525,-0.055532932,child's stroller,0.00077823503,0.00055249035,fibrous,0.062569976,0.04013967,four sides,0.042174812,0.030223839,tailpiece,-0.06900604,-0.048661083,man,-0.06577617,-0.041116625,rosin,0.009552752,0.006286462,kennel,0.10583128,0.06678341,beverage,-0.09336755,-0.05969095,curved end,-0.010180562,-0.0065888898,rood screen,0.10699968,0.06884825,freight yard,0.018254869,0.011555441,sausage,0.07067077,0.04150355
1814,artillery,-0.08475632,-0.058851887,fender,-0.08784403,-0.054613538,tube,0.012300234,0.008272719,brush,-0.08492575,-0.055572346,posts,0.0007731309,0.00054886565,dig site,0.06256678,0.040137623,problem,0.04216367,0.030215854,hygiene,-0.069069035,-0.048705507,motherboard,-0.06581937,-0.041143622,fashion,0.009451436,0.0062197857,cartilaginous fish,0.105741724,0.06672689,texture,-0.09339626,-0.05970931,china,-0.010347813,-0.006697141,single,0.10696395,0.068825275,septa,0.01820654,0.011524856,husk,0.07066883,0.04150241
1815,ballast tanks,-0.084794596,-0.058878463,equid,-0.08784943,-0.0546169,matches,0.012297416,0.008270832,short legs,-0.08498074,-0.055608325,sound producer,0.0007712245,0.00054751197,heavy,0.062466238,0.04007312,rider,0.042159565,0.030212918,saucer,-0.06911204,-0.048735835,farmhand,-0.06600481,-0.04125955,spinnerets,0.009353962,0.0061556473,palette,0.10570643,0.06670462,candy bags,-0.09345825,-0.059748933,round,-0.010363458,-0.006707264,retractor,0.106935434,0.06880692,edible root,0.018129176,0.011475876,pipe,0.07066521,0.041500278
1816,kitchen,-0.08480548,-0.05888602,qibla wall,-0.08798672,-0.054702252,vial,0.012258356,0.008244561,medals,-0.08499294,-0.05561631,nozzle,0.0007505622,0.000532839,oven,0.062417097,0.040041596,birdseed,0.04207478,0.030152157,rotisserie basket,-0.069125354,-0.048745222,mobile,-0.066031,-0.04127592,hub,0.009306639,0.006124503,balconies,0.1056799,0.0666879,guard dog,-0.09346332,-0.059752174,septa,-0.010451874,-0.0067644846,soldier,0.106917456,0.068795346,disguise,0.018055981,0.011429536,mouse,0.07058172,0.04145126
1817,crosswalk,-0.08481749,-0.058894362,desk,-0.08802291,-0.054724753,dining area,0.01224974,0.008238766,candy coins,-0.08500637,-0.0556251,husk,0.0007401705,0.000525468,cd player,0.062404532,0.040033538,green,0.042069275,0.030148208,tortilla chips,-0.06916966,-0.048776463,dvd player,-0.066085294,-0.041309856,property,0.00929719,0.00611828,title,0.10565704,0.066673465,padlock,-0.09349117,-0.05976998,toothbrush,-0.0105457995,-0.006825279,shaving cream,0.10690281,0.06878592,skirting,0.018043818,0.011421841,dragonfly egg,0.07047368,0.041387804
1818,probes,-0.084824726,-0.058899384,mail carrier,-0.08805272,-0.05474328,plaza,0.012118843,0.008150732,graphics,-0.08501786,-0.05563262,trolley,0.00070526544,0.0005006874,sun visor,0.06240225,0.040032066,waste,0.042032044,0.030121537,pallet,-0.06921728,-0.048810042,round,-0.066098265,-0.041317962,speech bubble,0.009239995,0.0060806437,flattened,0.10565369,0.06667136,scissors,-0.093491755,-0.059770353,plate,-0.010572903,-0.0068428195,tie bar,0.10690183,0.068785295,candy jars,0.018019002,0.011406136,link,0.070473455,0.04138767
1819,cane,-0.084854946,-0.058920372,garment,-0.08806887,-0.05475333,eukaryote,0.012076782,0.008122436,echinoderm,-0.085046895,-0.055651613,silk,0.0007048361,0.0005003819,trotters,0.062388238,0.04002308,wet,0.041932657,0.030050308,dormitory,-0.069283575,-0.048856802,towel rack,-0.06610419,-0.041321665,try,0.0092352815,0.0060775382,turns,0.10563698,0.06666081,lava,-0.09349226,-0.059770674,hiding spot,-0.010594623,-0.006856882,firefighters,0.10686141,0.068759285,soldiers,0.017976038,0.011378942,shelter,0.07045761,0.04137836
1820,screw,-0.084861726,-0.058925085,refill,-0.08807382,-0.054756396,ray-finned fish,0.012076765,0.008122435,drinkware,-0.08511296,-0.05569485,natural wonder,0.0006155856,0.0004370194,respirator,0.062322326,0.0399808,armor link,0.041932605,0.03005027,comfortable,-0.0692974,-0.048866544,silver,-0.06615056,-0.041350655,strong hindquarters,0.009218687,0.006066619,wildflower,0.10559295,0.06663302,hard shell,-0.09351052,-0.059782356,troop,-0.010645371,-0.0068897195,workshop,0.10683714,0.06874367,german market,0.017975423,0.011378555,opposable thumbs,0.07037408,0.04132931
1821,throne room,-0.084869966,-0.058930807,gravel,-0.08818205,-0.054823685,terrain,0.012054181,0.008107245,vent,-0.08512479,-0.055702593,lid,0.0005362462,0.00038069952,medals,0.06226378,0.03994324,blue,0.041930072,0.030048452,ruler,-0.069314376,-0.048878513,gecko,-0.06616232,-0.041357998,collar,0.009197523,0.006052691,terrier,0.1055375,0.06659803,criminal,-0.093549535,-0.05980729,spine,-0.010688133,-0.006917396,drawer,0.10681276,0.068727985,traditional,0.017931875,0.011350981,military equipment,0.07037248,0.04132837
1822,deck,-0.08492116,-0.058966346,secure,-0.08821492,-0.05484412,chopped onion,0.011925116,0.008020433,bed mat,-0.0851641,-0.055728316,cracker,0.00053599477,0.00038051605,perching,0.062228136,0.03992037,chrysalis,0.041926324,0.030045774,regulator,-0.06936002,-0.0489107,signage,-0.066268675,-0.041424483,artillery,0.00910007,0.005988565,wastebasket,0.105436385,0.06653423,ape,-0.093603276,-0.059841655,spongy,-0.010692844,-0.006920446,rodeo,0.1067579,0.068692684,woodworking vise,0.017915731,0.011340771,member,0.07036346,0.041323073
1823,graphics,-0.08497326,-0.059002526,turns,-0.08836611,-0.054938123,friction,0.011923458,0.008019323,tableware,-0.08525674,-0.055788927,water underneath,0.0004992895,0.00035445578,fishing compass,0.062175386,0.03988653,visitors,0.041925423,0.030045122,a,-0.06936476,-0.04891404,red legs,-0.06627826,-0.041430473,infrared,0.009068475,0.005967772,butter dish,0.1054307,0.06653063,rood screen,-0.093609355,-0.059845544,rocking,-0.010694934,-0.006921797,fertilizer,0.10674874,0.06868678,rank insignia,0.01790462,0.011333733,scorekeeper,0.0701924,0.04122261
1824,waterer,-0.085109994,-0.05909746,subject,-0.08849782,-0.055020012,absorber plate,0.011889432,0.0079964325,highlighter,-0.08531047,-0.055824086,mudflats,0.0004584603,0.00032547303,streamlined,0.06212548,0.039854523,treat,0.041916,0.030038368,tap handle,-0.069395795,-0.048935927,china saucers,-0.066304386,-0.04144681,glue stick,0.009027712,0.005940946,control room,0.10537137,0.0664932,peaks,-0.09365687,-0.059875917,tea,-0.01083839,-0.0070146457,iron,0.10672665,0.068672575,actors,0.017903382,0.01133295,track,0.07017484,0.0412123
1825,weather instrument,-0.085112706,-0.05909935,amphibian,-0.08851214,-0.0550289,napkin,0.01188551,0.007993801,coat,-0.08533201,-0.055838186,knitting needles,0.00043880846,0.00031152274,stretched,0.062112875,0.03984643,paleontologist,0.041901805,0.030028192,freight yard,-0.069399014,-0.048938196,elephant,-0.06634722,-0.041473586,snack,0.009024311,0.005938705,zinc oxide,0.10534467,0.066476345,brand name,-0.09370902,-0.05990926,spout,-0.010889834,-0.007047936,herd,0.10661753,0.06860237,binding,0.0178867,0.011322389,researcher,0.069953665,0.04108241
1826,scavenger,-0.0851279,-0.059109893,shawl,-0.08852586,-0.055037435,retail,0.011879439,0.0079897065,lodge,-0.08535755,-0.055854894,signage,0.0004307595,0.00030580955,trim,0.06207558,0.03982251,flavored,0.04187507,0.030009039,observatory,-0.06940829,-0.048944734,dropper,-0.066379204,-0.04149358,holster,0.009020528,0.0059362147,hill,0.10526364,0.06642523,gargoyle,-0.093728215,-0.05992153,wooden support,-0.010962309,-0.007094848,carport,0.106592916,0.06858653,palace,0.017725661,0.011220453,berries,0.06995029,0.041080423
1827,stability,-0.085186414,-0.059150532,vase,-0.08854986,-0.055052355,watering hole,0.011868281,0.00798221,tower,-0.085389316,-0.05587569,crocodile,0.00041230582,0.00029270817,horn,0.06206237,0.039814033,geyser basin,0.04169584,0.029880594,brassica,-0.06951998,-0.0490235,tension dial,-0.06648233,-0.041558035,tailpiece,0.009018548,0.005934918,vase,0.10525966,0.066422716,aphids,-0.09382873,-0.05998579,beach parasol,-0.010982882,-0.007108163,size,0.10655888,0.06856463,transport,0.017724175,0.011219506,tow hitch,0.06992711,0.04106681
1828,salt,-0.0852069,-0.05916476,engine,-0.088563114,-0.055060588,drill,0.011829518,0.00795614,seat,-0.08539611,-0.055880126,family,0.0002958388,0.00021002349,tail fin,0.06202031,0.03978705,female,0.041660264,0.029855097,loose,-0.06955278,-0.04904663,drumstick,-0.06655748,-0.04160501,barber,0.008973675,0.0059053767,shawl,0.105240986,0.06641092,absorbent,-0.093836755,-0.059990913,brassica,-0.010988957,-0.007112095,minbar,0.106553525,0.06856118,enemy,0.017707633,0.011209036,carpet,0.0698898,0.0410449
1829,superstructure,-0.085206985,-0.05916481,scaly,-0.08859543,-0.05508069,interlocking,0.01182686,0.007954355,beekeeper,-0.08539644,-0.055880345,concealer,0.00025537424,0.0001812987,talons,0.062000893,0.039774597,knob,0.041517183,0.029752567,anchor,-0.06956037,-0.049051985,sand timer,-0.066559836,-0.04160649,fragrance,0.008893319,0.0058525046,parrot,0.1052264,0.066401705,nose,-0.0938708,-0.060012683,sewing projects,-0.011029748,-0.007138485,ants,0.106538504,0.068551525,sleepwear,0.01769601,0.011201683,receptacle,0.06988284,0.04104081
1830,catapult,-0.08520892,-0.059166163,necktie,-0.088617444,-0.05509437,warehouse,0.011755561,0.007906395,dormitory,-0.08546226,-0.05592341,farm,0.00022897124,0.00016254932,measurement,0.061963502,0.039750606,strong,0.04150129,0.029741168,legume,-0.06958664,-0.049070507,researcher,-0.06656535,-0.041609935,screen,0.008877246,0.005841924,post box,0.105219185,0.06639716,cactus,-0.09390697,-0.060035806,title,-0.011044913,-0.007148306,safety cone,0.106538296,0.06855138,balance beam,0.017657831,0.011177513,power tool,0.06988068,0.041039538
1831,refrigerated section,-0.0852817,-0.0592167,narrow,-0.08866007,-0.055120874,chart,0.011664673,0.00784527,shift key,-0.0854944,-0.055944443,monarch caterpillar,0.00018358044,0.00013032835,post,0.06194143,0.03973645,insulated,0.041392148,0.029662954,shield,-0.06960064,-0.04908037,spicy,-0.066594444,-0.041628122,oxen,0.008853097,0.005826036,flag,0.10521689,0.066395715,support,-0.09391214,-0.06003911,ants,-0.011068858,-0.007163806,pole,0.106529735,0.06854587,lodge,0.017625239,0.01115688,stone,0.06985234,0.041022904
1832,whistle,-0.08536617,-0.059275348,yellow,-0.088702634,-0.055147342,a,0.011661544,0.007843165,garter,-0.085508786,-0.05595386,nipple shield,0.0001819646,0.00012918841,firearm,0.06194116,0.03973628,steep,0.041334316,0.029621512,tadpole,-0.06973246,-0.049173333,hydrothermal system,-0.066617966,-0.04164283,potato,0.008808337,0.005796578,sofa,0.105179064,0.06637184,straw,-0.09391462,-0.0600407,valley,-0.011150608,-0.0072167106,fortification,0.10648565,0.068517506,lever,0.017537184,0.011101144,steeple,0.06980862,0.04099723
1833,counting,-0.085370176,-0.059278127,family,-0.088718176,-0.055157006,directional,0.011621874,0.007816486,weather instrument,-0.085568495,-0.05599293,scientist,0.00017878274,0.0001269267,binding,0.061919495,0.03972238,capers,0.041270763,0.02957597,conversion,-0.06975473,-0.049189035,rustling,-0.06663636,-0.041654326,antlers,0.00874977,0.005758037,aroma,0.10517791,0.06637112,towel rack,-0.09396361,-0.06007202,water barrier,-0.011202551,-0.0072503276,gown,0.10648339,0.068516046,restroom,0.017422052,0.011028258,planes,0.06978314,0.040982265
1834,shutter,-0.085443124,-0.05932878,people,-0.088753,-0.055178657,game,0.011609688,0.0078082923,ring,-0.08557914,-0.0559999,footwear,0.00014829077,0.00010527484,time,0.061867658,0.039689124,drink,0.041257925,0.029566772,sport equipment,-0.069810055,-0.049228057,big ears,-0.06665882,-0.041668367,tail.,0.008712422,0.0057334555,snails,0.10516867,0.06636529,parking lot,-0.093968734,-0.060075298,aircraft carrier,-0.011245303,-0.007277999,tweeter,0.1064008,0.0684629,leather,0.01739542,0.011011407,cowboy,0.069753274,0.040964726
1835,mosque,-0.08548626,-0.05935873,space,-0.088787176,-0.055199903,mirror,0.011576401,0.0077859005,shower mat,-0.08561476,-0.056023207,tension rods,0.00013344176,9.473506e-05,band,0.06184492,0.039674535,pollen baskets,0.04125372,0.029563755,rocket,-0.0698622,-0.049264822,studio,-0.06667512,-0.041678548,factory,0.008711737,0.0057330057,amber,0.10515189,0.0663547,briefcase,-0.09407273,-0.06014178,challenge,-0.011263651,-0.0072898734,three-wheeler,0.10627596,0.06838259,dog tag,0.017389517,0.011007668,dome,0.06975092,0.040963344
1836,material,-0.085504934,-0.059371702,employees,-0.08886634,-0.055249114,counter,0.011559231,0.007774352,inscription,-0.08562409,-0.056029305,logs,5.4956414e-05,3.9016828e-05,change,0.061778247,0.03963176,lug nut,0.041244037,0.029556815,bud,-0.06986779,-0.049268767,keyhole,-0.06667807,-0.041680396,power tool,0.008697089,0.0057233605,dryer,0.105145425,0.06635061,trajectory,-0.094166405,-0.060201667,sweat,-0.011271333,-0.007294845,placental mammal,0.10625729,0.068370566,ticket,0.017386474,0.011005741,running boards,0.069741994,0.040958107
1837,wrap,-0.085605696,-0.05944167,boat storage,-0.08890359,-0.055272274,shutter,0.011548907,0.007767409,feeder,-0.08563997,-0.0560397,stone,1.1972152e-06,8.5122883e-07,woodwind,0.061737176,0.039605416,bollards,0.041133735,0.029477779,lug nut,-0.06995232,-0.049328364,shell-less,-0.066685796,-0.041685224,guards,0.008683141,0.0057141874,spine,0.1050817,0.066310406,saucer,-0.094180316,-0.06021056,oven,-0.011402225,-0.0073795626,constellations,0.10625683,0.06837027,nave,0.017384794,0.011004682,university,0.06960964,0.04088037
1838,gray,-0.08561314,-0.05944684,cabbage,-0.08900313,-0.055334166,whistle,0.011532947,0.0077566784,guard dog,-0.08566214,-0.05605421,ceramic,-1.0771677e-05,-7.646624e-06,police decals,0.061715856,0.039591737,aroma,0.04110225,0.029455215,sheet,-0.07004675,-0.049394958,title,-0.06680083,-0.041757133,sow,0.0086733,0.0057077063,sandwich,0.10504124,0.06628487,service,-0.09430051,-0.0602874,data,-0.011472119,-0.007424794,texture,0.10620047,0.068334006,table legs,0.01738473,0.0110046435,folded,0.06952801,0.04083243
1839,cloth,-0.085636504,-0.059463058,screwdriver,-0.08901904,-0.055344053,balloon,0.011501214,0.0077353325,hemline,-0.08566962,-0.056059103,flour,-8.3053485e-05,-5.89611e-05,instant camera,0.061701626,0.039582614,conveyance,0.040999033,0.029381238,foul smell,-0.07010224,-0.049434096,africa,-0.066803634,-0.041758887,floating,0.008601113,0.005660205,golf,0.10497496,0.066243045,pourable,-0.09431177,-0.060294595,water fountain,-0.011510017,-0.007449325,canyon,0.10619685,0.06833169,separator,0.017273474,0.010934207,workers,0.06948182,0.0408053
1840,peel,-0.085647926,-0.059470993,flattened,-0.089027464,-0.05534929,apple,0.011440396,0.007694427,warrior,-0.08573601,-0.05610255,digital,-0.00010883249,-7.726252e-05,transept,0.061685074,0.039571993,lab coat,0.04098781,0.029373195,supply boats,-0.07019232,-0.04949762,mudflat,-0.06681293,-0.041764703,ancient,0.008589207,0.005652373,bra,0.104952894,0.06622912,groom's cake,-0.09433718,-0.060310848,nesting area,-0.011513701,-0.0074517056,motorized vehicle,0.106118724,0.06828141,sliding mechanism,0.01719911,0.0108871395,walkman,0.069466226,0.040796135
1841,switchyard,-0.085707426,-0.059512302,canal,-0.089105204,-0.055397622,mixer,0.011351999,0.0076349787,carpenter,-0.08574276,-0.056106962,throne room,-0.000109230634,-7.754192e-05,terraces,0.061622795,0.03953204,ventilator,0.040985994,0.029371895,arctic tundra,-0.07020044,-0.04950335,bed mat,-0.0668154,-0.04176625,bacon,0.008579358,0.0056458972,fuzzy,0.10487087,0.06617737,publishing accessory,-0.09439231,-0.06034609,mask,-0.011517225,-0.007453984,buckle,0.106106766,0.06827372,scythe,0.017127283,0.010841677,blouse,0.06941285,0.040764794
1842,shark,-0.08571446,-0.059517182,ring,-0.089146905,-0.05542355,cigarettes,0.011292218,0.007594768,security,-0.08576236,-0.056119792,moisturizing,-0.00017050281,-0.00012104539,cocoon,0.061574806,0.03950125,cargo,0.040959895,0.029353188,accounting,-0.070203334,-0.049505383,challenge,-0.06684585,-0.04178528,social,0.008512039,0.0056015886,dock,0.104867175,0.06617503,fire suit,-0.09441,-0.060357403,feline,-0.011548312,-0.0074741067,troop,0.10609526,0.06826631,hull,0.017049227,0.010792261,choir loft,0.06936644,0.04073754
1843,pride,-0.08575238,-0.05954352,wooden support,-0.08917647,-0.05544193,small ears,0.011254111,0.00756914,car,-0.08579623,-0.056141954,cleaning rod,-0.00020782277,-0.00014753453,rectangular,0.0614195,0.03940162,sunglasses,0.040913574,0.029319998,sundial plate,-0.070278585,-0.049558446,recyclable,-0.06691259,-0.041827,hive,0.008474806,0.005577088,spicy,0.10480121,0.0661334,tobacco,-0.09442095,-0.060364388,back cover,-0.011567902,-0.007486781,plow blade,0.106031045,0.06822499,snails,0.017006323,0.0107651055,lot,0.069283344,0.040688735
1844,truck,-0.08575836,-0.059547666,retail,-0.089292064,-0.055513795,deodorant,0.011220131,0.0075462796,terminals,-0.08581099,-0.056151614,bucket,-0.00022896565,-0.00016254839,capers,0.061414644,0.039398503,lift truck,0.04085249,0.029276218,machine,-0.07028553,-0.04956335,hangar,-0.06692632,-0.041835576,baked,0.008471973,0.005575222,smoked fish,0.10478169,0.06612107,console,-0.09448923,-0.06040805,fuzzy,-0.011578364,-0.0074935537,gills,0.106024124,0.06822054,celebration,0.016989212,0.010754272,streamlined,0.06925019,0.04066927
1845,german market,-0.08581589,-0.059587616,cello case,-0.0892929,-0.05551431,suit,0.011215949,0.0075434707,ribbon,-0.08587951,-0.05619645,flavored,-0.00025733095,-0.00018268358,supply boats,0.06134196,0.039351884,layers,0.04077874,0.029223371,nostrils,-0.07030256,-0.04957535,handwear,-0.06699807,-0.041880433,salmon,0.008466385,0.005571548,wake,0.10476848,0.06611274,skunk spray,-0.094543695,-0.060442872,shield,-0.011603957,-0.007510123,paper,0.106000155,0.06820512,flask,0.016977571,0.010746904,ship,0.06914259,0.040606078
1846,actors,-0.08582029,-0.059590675,fishing cabin,-0.08931509,-0.05552811,candy bags,0.011207841,0.007538017,jaw,-0.0858807,-0.056197226,queen bee,-0.00025770813,-0.00018294947,shingles,0.061334826,0.039347302,beverage,0.04075887,0.029209126,sonar,-0.070362754,-0.0496178,roar,-0.06704463,-0.04190954,stripes,0.008423051,0.005543025,breathing,0.10476808,0.0661125,stretcher,-0.09460325,-0.06048094,fishing vest,-0.01162396,-0.007523071,coleopteran,0.10598516,0.06819546,mattress,0.01692579,0.010714124,stadium,0.069127545,0.040597238
1847,patty,-0.085872576,-0.059626978,internet connection,-0.08931707,-0.055529345,paprika,0.011104491,0.007468514,couple,-0.085943475,-0.05623831,bell,-0.00026054028,-0.00018496346,dvd player,0.061295077,0.039321803,land,0.040685095,0.029156264,customer,-0.070366584,-0.0496205,sea,-0.06705648,-0.041916944,identification,0.008406741,0.0055322973,set,0.104737744,0.06609336,band,-0.09462592,-0.06049544,cook,-0.01164349,-0.007535704,feeding tube,0.10594091,0.068167,beard,0.016844025,0.010662371,sign,0.069122136,0.040594064
1848,pepper shaker,-0.08607474,-0.059767354,chewy,-0.08933605,-0.055541147,tunnel,0.011074394,0.007448269,horn,-0.08595256,-0.05624425,zipper,-0.00028060284,-0.00019920524,dorsal fin,0.061290383,0.039318793,lodge,0.040612698,0.029104374,dishcloth,-0.07038084,-0.049630545,shower rod,-0.06706278,-0.041920878,reinforced,0.008264509,0.0054386994,cardboard,0.104669236,0.06605013,collar,-0.09465432,-0.0605136,candy bars,-0.011857331,-0.0076741036,ticket machine,0.10589033,0.06813445,naval vessel,0.016785637,0.010625409,hexapod,0.06906116,0.040558256
1849,student,-0.08618978,-0.059847232,button-front,-0.089359224,-0.055555552,rough,0.011070035,0.007445327,pencil,-0.08595703,-0.056247175,pollen baskets,-0.00030941842,-0.00021966104,cool,0.061009366,0.03913851,candy bowls,0.04056506,0.029070243,planes,-0.07045521,-0.049682997,clock,-0.06706621,-0.041923024,sweat,0.008205094,0.005399599,dimples,0.10452432,0.06595868,safety cone,-0.09468884,-0.060535666,central axis,-0.011865272,-0.007679243,armor mesh,0.10579836,0.06807528,thief,0.016758047,0.010607946,material,0.06894183,0.040488176
