,bullfrog,bullfrog_vals,bullfrog_grad_cosine,albatross,albatross_vals,albatross_grad_cosine,orangutan,orangutan_vals,orangutan_grad_cosine,goose,goose_vals,goose_grad_cosine,vizsla,vizsla_vals,vizsla_grad_cosine,ice cream,ice cream_vals,ice cream_grad_cosine,rule,rule_vals,rule_grad_cosine,capuchin,capuchin_vals,capuchin_grad_cosine,cicada,cicada_vals,cicada_grad_cosine,bucket,bucket_vals,bucket_grad_cosine,cellular telephone,cellular telephone_vals,cellular telephone_grad_cosine,spoonbill,spoonbill_vals,spoonbill_grad_cosine,lawn mower,lawn mower_vals,lawn mower_grad_cosine,drum,drum_vals,drum_grad_cosine,coho,coho_vals,coho_grad_cosine,punching bag,punching bag_vals,punching bag_grad_cosine
1570,wasp,-0.023014966,-0.019076115,phone stand,-0.025528673,-0.022870082,band,0.0009220494,0.00078046555,bed organizer,-0.032369286,-0.028991247,lace,0.020372184,0.017732123,sesame seeds,0.02541041,0.0193359,fabric,-0.006585872,-0.0053528845,tennis balls,0.010247083,0.008786478,delivery,-0.009442353,-0.0072773495,numbers,0.0026902505,0.0019074824,penguin,0.015854308,0.011365755,lemur,-0.006121761,-0.0050455467,stations,0.0055125933,0.0041192854,curly tail,-0.007305719,-0.0050187637,artifact,-0.006769277,-0.0049696686,coffee maker,0.008554277,0.0059837727
1571,overlapping,-0.02301649,-0.019077376,glue stick,-0.025582979,-0.02291873,children,0.00091309473,0.0007728888,salsa,-0.03241114,-0.029028729,venice,0.02035645,0.017718427,china figurines,0.025380196,0.019312907,phosphor,-0.0066055064,-0.005368839,ray-finned fish,0.010200753,0.008746751,australia,-0.009450804,-0.0072838645,swiss,0.0026543103,0.001881998,stops,0.01582121,0.01134203,chopping block,-0.0061285705,-0.0050511593,garbage,0.0055094184,0.0041169142,chuck,-0.007339309,-0.005041836,kiln,-0.0067882477,-0.0049835946,lava,0.008531652,0.005967954
1572,track,-0.02304142,-0.019098036,wooden posts,-0.025601923,-0.022935703,gas can,0.0009119371,0.0007719081,waitstaff,-0.032477148,-0.029087853,teeth,0.020312745,0.01768039,termites,0.025371155,0.019306023,red onion,-0.006684452,-0.005433008,newt,0.010152052,0.008704996,kite tail,-0.009510478,-0.007329857,bell tower,0.0026536658,0.0018815445,bulb,0.015786715,0.011317296,trajectory,-0.0061303116,-0.0050525884,safety barriers,0.0055028843,0.0041120322,family,-0.007347256,-0.005047296,drinkware,-0.006804133,-0.004995257,flavors,0.0085162055,0.0059571434
1573,herding dog,-0.023075607,-0.019126376,time,-0.025614709,-0.022947159,entertainment,0.0009022193,0.00076368114,lime,-0.032484572,-0.029094504,farmland,0.020300472,0.01766971,tongs,0.025354829,0.0192936,salt,-0.006728865,-0.005469106,counter,0.010128709,0.008684981,stocky body,-0.009643326,-0.0074322433,ventilator,0.0026010778,0.001844258,white coat,0.015780993,0.011313193,chef's hat,-0.0061305235,-0.005052767,shorebird,0.005493427,0.0041049644,hose,-0.0073837806,-0.0050723897,sport,-0.0068157017,-0.0050037503,fox,0.008342365,0.005835537
1574,sport equipment,-0.023076665,-0.019127252,wallet,-0.025641184,-0.022970874,strong hindquarters,0.00086424686,0.000731539,scarf,-0.03250606,-0.029113742,wildlife observer,0.02027845,0.017650537,creek,0.025329418,0.019274268,stocking,-0.006733668,-0.0054730116,aroma,0.010097863,0.00865853,soccer jersey,-0.00966857,-0.007451698,red legs,0.0025941096,0.0018393113,vestibule,0.015759924,0.01129809,rodent.,-0.0062282076,-0.0051332815,pickled,0.0054859873,0.0040994044,petals,-0.007400151,-0.005083634,hoop,-0.006849319,-0.0050284327,cash,0.008309662,0.005812669
1575,lipstick,-0.023088535,-0.019137094,fossil,-0.025711896,-0.023034219,eyes,0.0008441247,0.00071450695,party,-0.032535464,-0.029140085,room,0.02026534,0.017639127,caterpillar,0.025289897,0.019244194,shaving cream,-0.006768315,-0.005501167,bud,0.010091391,0.008652983,foldable,-0.0096739605,-0.0074558514,blue jay,0.0025574667,0.0018133344,stretcher,0.015736777,0.011281497,fluid,-0.0062291957,-0.0051340926,footrest,0.005466953,0.0040851776,black pepper,-0.0074745715,-0.005134753,sink,-0.0068917368,-0.005059572,sawdust,0.008306822,0.005810676
1576,bun,-0.023152456,-0.019190075,bed liner,-0.02571981,-0.023041306,analog triggers,0.0008081235,0.00068403315,marshmallows,-0.032665104,-0.0292562,passengers,0.020258576,0.017633239,output device,0.025255494,0.019218018,bus stop,-0.0068349075,-0.0055552926,tape measure,0.010083903,0.008646558,lagomorph,-0.009678474,-0.0074593327,soldiers,0.0025550807,0.0018116403,large eyes,0.015710812,0.011262884,water wheel,-0.006232109,-0.0051364964,mailbox,0.0054454803,0.0040691346,captions,-0.0075385515,-0.0051787063,rhinophores,-0.0069034174,-0.0050681476,black,0.008283281,0.0057942127
1577,hunting gear,-0.023162076,-0.019198049,golf,-0.025742244,-0.02306141,parking ticket,0.0007891748,0.00066798925,brontosaurus,-0.032680538,-0.029270012,post,0.020209096,0.017590173,play/pause,0.025230343,0.019198876,kayak,-0.006873538,-0.005586692,tail fluke,0.010054028,0.008620942,steep,-0.00971251,-0.007485563,pinata,0.0025509037,0.0018086825,smokestack,0.01567795,0.011239324,perch,-0.00626155,-0.0051607615,fishing camp,0.0054189335,0.0040493035,light fixture,-0.007579807,-0.0052070506,wetland,-0.0069523887,-0.0051041003,candy corn,0.008268014,0.005783537
1578,plaza,-0.02316796,-0.019202923,security,-0.025743276,-0.023062337,thermometer,0.00075035775,0.0006351401,maggots,-0.032710712,-0.029297043,jagged,0.020199249,0.017581597,wildflower,0.025190074,0.019168237,hem,-0.007039018,-0.00572119,accounting,0.01004355,0.008611957,prayer bead,-0.00971578,-0.007488081,fortification,0.0025099595,0.0017796489,newel post,0.01562723,0.011202961,hawaiian shirt,-0.006268198,-0.0051662424,captions,0.0054174406,0.0040481864,flask,-0.007601969,-0.0052222796,colorful design,-0.006964283,-0.0051128296,groomer,0.008241421,0.0057649333
1579,campsite,-0.023184665,-0.019216768,spring,-0.025753539,-0.02307153,cork,0.0007456518,0.00063115405,avocado,-0.032737706,-0.029321214,showdown,0.020189097,0.017572764,yellow beak,0.025176417,0.019157842,big ears,-0.0070623755,-0.0057401783,iguana,0.0100168735,0.008589079,signal,-0.009742577,-0.0075087403,stripes,0.002425191,0.0017195451,bud,0.015626129,0.011202174,camel,-0.0062795766,-0.0051756203,lab,0.005406326,0.0040398818,dispenser,-0.007723544,-0.005305795,market,-0.006969182,-0.0051164296,microphone,0.008147773,0.0056994264
1580,headgear,-0.023224305,-0.019249626,puzzle,-0.025795814,-0.023109399,cpu,0.0007303823,0.0006182296,embouchure hole,-0.032760262,-0.029341422,trail,0.020166416,0.017553018,cnidarian,0.025172187,0.019154623,bed liner,-0.0070706853,-0.005746929,dish rack,0.009895137,0.008484699,dutch oven,-0.009804952,-0.00755681,arthropod,0.0023041123,0.0016336951,rubbery,0.015626099,0.011202153,chondrichthyan,-0.006309341,-0.0052001523,tailpiece,0.005358237,0.0040039457,bug zapper,-0.0077634975,-0.005333244,footwear,-0.007014362,-0.0051495982,medicine,0.008046491,0.0056285746
1581,snake trap,-0.023229059,-0.01925357,bolts,-0.0258092,-0.023121398,geodesic structure,0.000725233,0.00061387056,microphone,-0.032792885,-0.02937064,lollipops,0.02014238,0.017532099,swatter,0.025118407,0.019113699,cable,-0.0072059403,-0.0058568604,cephalon (head),0.009889267,0.00847966,hygrometer,-0.009808017,-0.007559174,kelp,0.0021897494,0.0015526083,highlighter,0.015591995,0.011177707,fox,-0.0063346005,-0.0052209673,wrist rest,0.005281412,0.0039465427,commemorative,-0.007827866,-0.0053774603,cane,-0.0070143696,-0.005149603,cymbals,0.007990404,0.0055893403
1582,chondrichthyan,-0.02323902,-0.019261818,strap,-0.025836287,-0.023145663,vegetation,0.0005953312,0.0005039172,expansion joints,-0.032809522,-0.029385537,thread,0.020131342,0.017522495,cartilaginous fish,0.025076697,0.019081961,pores,-0.007211216,-0.005861141,stool,0.009874183,0.008466735,sporty design,-0.009895164,-0.0076263417,paddleboard,0.0021483954,0.0015232882,warmth,0.015539586,0.011140127,algae,-0.00638046,-0.005258763,sturdy,0.0052629253,0.003932722,birdfeeder,-0.00789991,-0.005426949,strong,-0.0070525054,-0.005177602,brush,0.007952727,0.0055629853
1583,marine animal,-0.023290686,-0.019304648,three-wheeler,-0.025861554,-0.023168296,altar,0.0005630972,0.0004766304,fast,-0.03281384,-0.029389406,heron,0.020128064,0.017519638,bristly hair,0.025071835,0.019078262,machinery,-0.0072614807,-0.0059020063,hairless,0.0098636905,0.008457731,frets,-0.00990045,-0.0076304143,pen,0.0021379627,0.0015158905,stations,0.015525807,0.011130258,coffee scoop,-0.0064057363,-0.0052795997,religious,0.0052473284,0.0039210636,roar,-0.007923304,-0.0054430165,potter,-0.007076175,-0.005194982,brontosaurus,0.007888559,0.0055180956
1584,wine,-0.023293538,-0.01930701,scoop,-0.025864853,-0.02317125,dorsal fin,0.0005506361,0.00046608038,choir,-0.032826748,-0.029400969,luxurious,0.020022135,0.017427435,brand,0.025045564,0.019058267,groceries,-0.0072724223,-0.0059109023,sight,0.00986038,0.008454897,jack,-0.009905056,-0.0076339636,white head,0.0021251352,0.0015067945,underwater,0.015521752,0.011127351,distinctive call,-0.006427885,-0.0052978545,saddle,0.005216318,0.003897897,symbols,-0.007982111,-0.0054834154,powerful tail,-0.0071223066,-0.0052288445,server,0.0077933334,0.0054514892
1585,course,-0.023300745,-0.019312983,coins,-0.025867335,-0.023173474,station,0.00054975785,0.00046534487,scientists,-0.032867253,-0.02943725,lighter flint,0.020016704,0.017422711,mat,0.024995666,0.019020306,button-front,-0.0073362757,-0.0059627965,culture,0.009797893,0.008401312,cash register,-0.00991224,-0.007639495,capitulum,0.002100233,0.0014891354,rabbit,0.015493477,0.011107079,crop,-0.0064290054,-0.005298773,beach protection,0.0052114297,0.0038942415,dark coat,-0.008007888,-0.005501123,wide-brimmed,-0.0071266033,-0.0052320007,aromatic,0.0077621,0.005429642
1586,radiator,-0.023317534,-0.0193269,car manual,-0.02587979,-0.023184631,phone booth,0.00046832813,0.0003964156,stationery,-0.032941952,-0.02950415,flip-flops,0.019996932,0.0174055,one-wheeler,0.024972454,0.019002637,spoon,-0.007404022,-0.0060178624,fishing camp,0.009756634,0.008365939,reed,-0.009916645,-0.0076428987,ping-pong table,0.0020592548,0.0014600819,birding guidebook,0.0154927755,0.011106584,foul smell,-0.0064580734,-0.0053227367,tennis balls,0.0051703313,0.0038635326,fortification,-0.008014243,-0.005505489,iron,-0.007134038,-0.005237458,battlements,0.0076986942,0.005385287
1587,bird part,-0.023327088,-0.019334823,pipes,-0.025894264,-0.0231976,hiker,0.0004317204,0.0003654285,people,-0.032953568,-0.02951455,fish,0.019987771,0.01739753,hub,0.02496709,0.01899856,protection,-0.0074364194,-0.0060441922,car part,0.009747718,0.008358293,large,-0.009925036,-0.007649362,fronds,0.0020396262,0.0014461661,switchyard,0.015379017,0.01102502,circuit board,-0.0064947456,-0.0053529544,alert,0.0051282933,0.0038321174,brake pad,-0.008096479,-0.005561978,gum,-0.0071483026,-0.0052479263,barista,0.0076788785,0.0053714225
1588,mouse pad,-0.023409508,-0.019403134,sharpener,-0.025899362,-0.023202164,tambourine,0.00043160468,0.0003653355,farmer,-0.03296686,-0.029526457,buckle,0.019964311,0.017377108,narthex,0.0249169,0.018960368,epaulets,-0.007542986,-0.0061308085,cells,0.009727175,0.008340675,cylinder,-0.009999866,-0.0077070333,black bill,0.002023926,0.0014350358,long,0.015305125,0.010972049,inflatable,-0.006524629,-0.0053775897,brim,0.005065722,0.003785362,newspaper,-0.008185394,-0.005623065,hooves,-0.0071972236,-0.0052838447,round bread,0.0074929344,0.005241362
1589,numbers,-0.023517389,-0.019492548,keychain,-0.02589942,-0.023202214,chopping block,0.00042400416,0.00035889912,handwear,-0.032975886,-0.029534541,altar rail,0.019948248,0.017363127,port,0.024906285,0.018952288,sandwich,-0.007552201,-0.006138297,flock,0.009681519,0.008301534,backpack,-0.010013627,-0.0077176383,spiked,0.0018929229,0.0013421476,golf cart,0.015286852,0.010958951,museum,-0.0065253847,-0.0053782123,loose,0.004977967,0.003719789,blossom,-0.008217191,-0.005644912,snorkelers,-0.0071975086,-0.005284054,fuzzy,0.007471782,0.0052265604
1590,conservationist,-0.023524303,-0.019498281,agitator,-0.02591819,-0.023219032,racing flag,0.0003623776,0.00030673202,florets,-0.03299331,-0.029550146,architecture,0.019910961,0.01733067,bug,0.024901701,0.018948799,filter,-0.007600208,-0.0061773174,stopwatch,0.009667515,0.008289522,coffee,-0.010017118,-0.007720328,gas detector,0.0018517049,0.0013129199,cool,0.015222295,0.01091267,ewe,-0.0065293554,-0.0053814836,stick,0.0048947297,0.0036575925,sharpener,-0.008253229,-0.005669666,factory,-0.007255391,-0.00532655,cold climate,0.0074695614,0.005225008
1591,beetle wing,-0.023557387,-0.019525703,metal reeds,-0.02592562,-0.023225691,level,0.00035365112,0.00029934803,cork,-0.03303258,-0.029585328,felid,0.019857978,0.017284557,prices,0.024896812,0.018945083,tibetan monument,-0.0076225176,-0.0061954474,dry,0.009623677,0.008251934,steam,-0.010046683,-0.007743116,vanity,0.001842577,0.0013064519,disc,0.0151852295,0.010886106,military equipment,-0.0065386044,-0.0053891065,competition,0.0048071947,0.0035921726,sponge,-0.008255724,-0.005671378,tuning pegs,-0.0072917035,-0.005353207,phone stand,0.007439986,0.0052043153
1592,navigation aid,-0.023602627,-0.019563204,clues,-0.025927901,-0.023227733,geometry,0.00035132281,0.00029737316,claw,-0.033050813,-0.029601648,keypad,0.019831076,0.017261136,blocks,0.024799377,0.018870939,psittacine,-0.0076857805,-0.0062468695,thistle-like leaves,0.009622011,0.008250503,sports gear,-0.010111015,-0.0077926996,bicycle lock,0.0018165428,0.0012879921,boot,0.015033964,0.010777656,workshop,-0.006610942,-0.005448728,tarmac,0.0047087288,0.0035185963,tiny,-0.008331016,-0.005723104,flavored,-0.0073221913,-0.005375593,craft,0.0073727025,0.005157255
1593,lion,-0.02363684,-0.019591559,padding,-0.025954068,-0.023251172,audio player,0.00030201278,0.00025563815,tow rope,-0.033080023,-0.029627811,diaphragm,0.019822715,0.01725386,trail,0.024799246,0.018870832,visor,-0.0076967087,-0.0062557515,creek,0.009616811,0.0082460465,student,-0.010139053,-0.007814309,luggage compartment,0.0017114244,0.0012134593,space blanket,0.01501622,0.01076494,tip,-0.0066749663,-0.0055014994,nautical term,0.0046682004,0.0034883153,dog toy,-0.0083340425,-0.0057251845,motorized,-0.0073309154,-0.0053819967,headphone,0.0073703416,0.005155603
1594,chart,-0.023649532,-0.019602079,scraper,-0.025955413,-0.02325238,bowstring,0.00029133214,0.00024659943,soft,-0.033121392,-0.029664865,operating system,0.019801022,0.017234985,lobster cooker,0.0247688,0.018847669,hole,-0.007713789,-0.0062696356,cast,0.009607842,0.008238356,distress signal,-0.010162385,-0.007832289,led,0.0016160328,0.0011458257,piling,0.01496999,0.010731795,touch,-0.0066926214,-0.005516043,hazardous area,0.004614132,0.0034479126,quiver,-0.00836836,-0.0057487525,teammate,-0.0073550288,-0.0053997,bear,0.0073093325,0.0051129255
1595,puzzle,-0.023679297,-0.019626748,filing compartments,-0.025988162,-0.023281716,measuring spoon,0.00027328427,0.00023131934,sporty design,-0.033162,-0.029701238,siphonal canal,0.01978837,0.01722397,thwarts,0.024756815,0.01883855,concessions,-0.007713868,-0.006269701,dragonfly wing,0.009598408,0.00823027,player,-0.010213473,-0.007871665,rotating,0.0015103659,0.0010709013,tunnel,0.014969908,0.010731739,luxurious,-0.0067187455,-0.005537579,leaf litter,0.004560085,0.0034075193,blush,-0.008410487,-0.005777697,meat,-0.0073795393,-0.005417694,shower curtain,0.007246837,0.005069213
1596,spiky,-0.023689643,-0.019635327,hard surface,-0.026007388,-0.023298942,araneae,0.00019531138,0.0001653207,culinary preparation,-0.033189423,-0.029725794,change color,0.01978452,0.017220613,dirt road,0.02474947,0.01883296,university,-0.00771496,-0.0062705865,blossom,0.009580694,0.008215072,aromatic,-0.010296892,-0.007935958,meter maid,0.0014896891,0.0010562438,wastebin,0.014882054,0.010668755,reusable,-0.006760549,-0.005572036,diving board,0.004557182,0.0034053605,kickstart,-0.008413423,-0.0057797134,opposable thumbs,-0.007504191,-0.0055092038,rooster,0.007241767,0.0050656637
1597,looped,-0.02369843,-0.019642606,warty,-0.02601106,-0.023302231,snack tray,0.00014509633,0.0001228191,loop,-0.033203356,-0.029738273,milk frother,0.019777391,0.017214414,boardwalk,0.024727572,0.018816294,proboscis,-0.0077161808,-0.0062715784,punching pad,0.009506158,0.008151166,passenger,-0.010362101,-0.007986212,pepperoni,0.0014059134,0.0009968411,concrete pad,0.014877936,0.010665802,cool,-0.0067696553,-0.0055795386,employees,0.0045444714,0.0033958612,throttle,-0.008414384,-0.0057803737,medicine,-0.007517576,-0.0055190334,cocoon,0.0072245784,0.0050536417
1598,layered,-0.023699403,-0.019643413,numbers,-0.026020505,-0.023310691,management,3.2374635e-05,2.7405098e-05,safety device,-0.033215,-0.029748699,fishing,0.019747185,0.017188119,vehicle,0.024692573,0.018789664,dragonfly catcher,-0.00772247,-0.0062766895,fields,0.009490084,0.008137383,phone,-0.010395927,-0.008012283,safety gear,0.0013677515,0.00096978154,aerosol,0.014832264,0.0106330635,diapers,-0.0067846994,-0.005591938,amusement ride,0.0044940435,0.0033581713,ribbon,-0.008433444,-0.0057934755,sanitation worker,-0.00752189,-0.0055222027,caterpillar,0.0072060023,0.0050406433
1599,hexapod,-0.02372574,-0.019665245,string,-0.026046641,-0.023334108,alcohol,2.9352494e-05,2.4845824e-05,office,-0.033231795,-0.029763741,measuring cups,0.019745415,0.017186577,cds,0.02468365,0.018782876,safety cone,-0.0077789165,-0.0063225683,sunset,0.009464888,0.008115779,catapults,-0.01040015,-0.008015541,small size,0.0013601454,0.000964392,pastime,0.014802987,0.010612073,dish rack,-0.0067962613,-0.0056014704,monitor stand,0.004445073,0.0033215857,ice cream,-0.0084528765,-0.0058068195,insulated,-0.007543443,-0.00553802,sight,0.007060213,0.0049386667
1600,cloth,-0.023753598,-0.019688332,homepage,-0.026047438,-0.023334816,striped,-8.7567605e-06,-7.411465e-06,balloon basket,-0.033247247,-0.029777586,savannah,0.019726764,0.01717034,wand,0.024654511,0.0187607,curve,-0.0077979225,-0.006338019,towel rack,0.009432139,0.008087697,home decor,-0.010402045,-0.008016999,sand,0.0013517514,0.00095843663,wok ring,0.014699053,0.0105375685,tea,-0.0068338225,-0.0056324266,starch,0.004444346,0.003321041,tennis balls,-0.008520175,-0.005853048,pottery,-0.007551758,-0.0055441274,border,0.007054843,0.004934906
1601,hard,-0.023776755,-0.019707527,try,-0.026079142,-0.023363225,wok,-1.1556782e-05,-9.784475e-06,lighter flint,-0.033274043,-0.029801583,tomato,0.019720517,0.017164908,cover,0.024635307,0.01874609,dumbbells,-0.007799362,-0.006339183,toad,0.009426558,0.008082909,car seats,-0.010407429,-0.008021149,cradle,0.0013386235,0.0009491369,cylinder,0.014684716,0.010527281,cruciferous vegetable,-0.006839248,-0.005636899,spring,0.004440305,0.0033180173,suit,-0.008521907,-0.005854237,canine,-0.0075788107,-0.005563992,led,0.007041932,0.0049258815
1602,treat,-0.023835987,-0.019756623,swimwear,-0.026080096,-0.023364084,fishing,-6.8645924e-05,-5.8103586e-05,social,-0.03332963,-0.02985137,elastic,0.019692026,0.01714011,input device,0.024632981,0.018744316,windshield,-0.007811159,-0.006348774,croquet hoop,0.009389749,0.008051349,doctor,-0.010446148,-0.008050989,handwear,0.0013287868,0.00094215944,harness,0.014670634,0.010517191,strands,-0.0068728942,-0.0056646243,arrow,0.0044378084,0.0033161542,carpenter,-0.008535928,-0.0058638696,creek,-0.007586018,-0.005569281,headlight,0.0070251767,0.0049141594
1603,altar cloth,-0.023855854,-0.019773088,gym bag,-0.026090896,-0.02337375,footrest,-6.9525675e-05,-5.884911e-05,starfish,-0.0333552,-0.029874269,whistle,0.019664383,0.017116044,drain,0.024602804,0.018721355,decomposer,-0.007855925,-0.006385162,pectoral fins,0.009370092,0.008034495,whiskers,-0.010557555,-0.008136852,clownfish,0.0013275053,0.00094124675,restraint system,0.014652081,0.010503887,padding,-0.0068837665,-0.00567359,wind chime,0.004395351,0.0032844227,gun,-0.008652455,-0.0059439177,broth,-0.0076206806,-0.005594727,bandage,0.0070153372,0.004907278
1604,car stereo,-0.023961246,-0.019860445,ballast tanks,-0.026102472,-0.023384124,bassinet,-7.268158e-05,-6.152154e-05,sock,-0.03338618,-0.029902013,rock,0.019643804,0.017098134,scrapbook,0.024580728,0.018704556,armor ring,-0.007910959,-0.006429891,stereo system,0.009351115,0.008018221,cds,-0.010568572,-0.008145344,drawers,0.0013100207,0.00092884805,pedestrians,0.01463962,0.010494962,mug,-0.0069726026,-0.0057468093,outback,0.0043910188,0.0032811882,gunner,-0.0086646015,-0.0059522633,brand name,-0.0076389387,-0.0056081265,padlock,0.0070056645,0.0049005095
1605,thought bubble,-0.02397462,-0.01987153,balance beam,-0.026121262,-0.023400955,ledge,-7.971842e-05,-6.747618e-05,car,-0.03340532,-0.029919162,snail,0.019608852,0.017067712,hygrometer,0.02457768,0.018702237,tusks,-0.007937882,-0.00645177,gps,0.009341218,0.0080097355,scribe,-0.0105777895,-0.0081524495,publication,0.0012827334,0.0009095031,dive boat,0.014621293,0.010481824,capitulum,-0.0070503643,-0.0058109,rapids,0.0043024076,0.0032149781,insecticide,-0.008691883,-0.005971004,substrate,-0.0076435506,-0.0056115165,thin,0.006992276,0.0048911446
1606,butterfly house,-0.023985554,-0.019880593,seat,-0.026153978,-0.023430262,container,-8.5707754e-05,-7.25491e-05,baseball player,-0.033413507,-0.029926497,princess/prince,0.019574206,0.017037557,lifeboats,0.024576964,0.01870169,convex,-0.00801008,-0.0065104505,eyewear,0.009318145,0.007989954,pond,-0.010641128,-0.008201263,candy sticks,0.0012489688,0.0008855611,flat,0.014606125,0.010470948,hydrothermal system,-0.0071204505,-0.005868662,marshmallows,0.0042361543,0.0031654667,dry,-0.00884367,-0.006075279,chocolate chips,-0.007650009,-0.0056162556,prickly,0.0069638337,0.0048712464
1607,student,-0.02402966,-0.01991715,seam,-0.02616591,-0.023440957,broth,-8.998159e-05,-7.6166354e-05,decapod,-0.033422776,-0.029934794,level,0.019540217,0.01700797,symmetrical,0.024569735,0.01869619,fire extinguisher,-0.008017151,-0.006516201,dig site,0.009310784,0.007983638,groceries,-0.010756499,-0.00829018,kangaroos,0.0012345873,0.00087536173,breeze,0.014549473,0.010430335,roots,-0.007177065,-0.0059153223,leash,0.004228304,0.0031596017,mosquito,-0.008874169,-0.00609623,bear,-0.007721707,-0.005668898,undergarment,0.0069345767,0.0048507825
1608,tv,-0.024069238,-0.019949952,bus stop,-0.026201848,-0.023473147,keyboard,-0.00011635234,-9.848655e-05,valve,-0.03346445,-0.029972125,office,0.019536052,0.017004348,treadmill,0.02451456,0.018654201,image,-0.008038553,-0.0065335985,brownish,0.009294098,0.007969329,haystack,-0.01077058,-0.008301033,hiking gear,0.0012291875,0.00087153213,circular,0.014500068,0.010394919,spirits,-0.0071828617,-0.0059201038,pointy ears,0.004172403,0.0031178342,aumbry,-0.009000575,-0.0061830683,magnetic platter,-0.007819086,-0.0057403874,oilseed,0.0069235004,0.0048430334
1609,septa,-0.024079902,-0.019958792,compost,-0.0262188,-0.023488339,farmhand,-0.00014671218,-0.00012418651,property,-0.033468913,-0.02997612,paddle,0.019526253,0.016995816,white fur,0.024499755,0.01864294,lagomorph,-0.008044362,-0.0065383175,loose-fitting,0.009225158,0.007910219,riverbank,-0.010771716,-0.008301906,artillery,0.0011811568,0.0008374825,loose,0.0144076,0.010328625,jaw,-0.007220354,-0.005951007,thin,0.0041335276,0.0030887802,deodorant,-0.009218539,-0.0063328,screen protector,-0.007873863,-0.005780602,pulpitum,0.006917051,0.0048385225
1610,disposable,-0.02408344,-0.01996173,technology,-0.026270472,-0.023534628,wide,-0.0001687007,-0.00014279364,screw,-0.03350565,-0.030009016,prayer bead,0.01950286,0.016975459,locomotive,0.024462827,0.01861484,flexible,-0.008115104,-0.0065958146,hoop,0.009175399,0.0078675505,performers,-0.010791328,-0.008317025,matches,0.0011111316,0.0007878314,breathing,0.014378116,0.010307496,hearth,-0.0072777104,-0.005998281,lollipops,0.003955992,0.0029561222,short legs,-0.009292348,-0.0063835056,boom,-0.007968442,-0.005850036,shower,0.006899369,0.0048261564
1611,contoured shape,-0.02411636,-0.019989014,liner,-0.026276648,-0.023540162,hard shell,-0.00019699149,-0.00016673678,cordless drill,-0.033519104,-0.030021073,wicket,0.019483197,0.016958348,strainer,0.024457227,0.018610578,roof,-0.008146275,-0.006621153,penalty box,0.009108361,0.0078100734,payload,-0.01080566,-0.008328073,course,0.0010523824,0.0007461752,tea bag,0.014359731,0.010294311,actors,-0.007306029,-0.0060216207,thorax,0.003921212,0.002930127,protective,-0.009334418,-0.0064124065,removable plate,-0.007973328,-0.005853623,china,0.006858146,0.004797317
1612,mountain,-0.02411851,-0.019990794,threshing drum,-0.026283046,-0.023545891,yellow bill,-0.00020266371,-0.0001715417,soundboard,-0.033529736,-0.03003059,linen,0.019473841,0.016950201,pick,0.024452962,0.01860733,pollinator,-0.008218402,-0.006679775,clinic,0.009101786,0.007804434,ash,-0.010843635,-0.008357339,powerful tail,0.0009408705,0.0006671101,spatula,0.014325963,0.010270104,can,-0.007311712,-0.0060263034,property,0.0039195195,0.0029288642,sow,-0.009401264,-0.0064583253,cockpit,-0.008000465,-0.005873545,small head,0.006842332,0.0047862576
1613,tawny,-0.024147267,-0.020014627,keel,-0.02628429,-0.023547007,red onion,-0.0003128443,-0.00026480667,categories,-0.033546552,-0.030045658,book accessory,0.019473266,0.016949695,laboratory,0.024432268,0.018591588,bass,-0.008288789,-0.0067369826,spool,0.009087402,0.0077921003,sand,-0.010846237,-0.008359341,compartment,0.00092318794,0.0006545717,aromatic,0.014325557,0.010269812,operculum (trapdoor),-0.007332866,-0.006043733,battery,0.0038180735,0.0028530557,husk,-0.009434912,-0.0064814426,try,-0.008002844,-0.0058752885,confectionery,0.0066948216,0.0046830717
1614,balaclava,-0.02416376,-0.0200283,six legs,-0.026300222,-0.02356128,savannah,-0.0003265934,-0.00027644075,headphone,-0.033564568,-0.030061789,mustelid,0.01946776,0.016944906,identification,0.024423908,0.018585222,stand,-0.008385442,-0.0068155415,manhole,0.00906758,0.0077750995,spider cage,-0.01084624,-0.008359343,emergency exit,0.0008889651,0.0006303042,pedestrian,0.014324676,0.010269184,invertebrate,-0.00737047,-0.0060747303,member,0.0037926883,0.002834092,radiator,-0.009560884,-0.0065679736,group,-0.008034328,-0.0058984086,hornbill,0.0066480637,0.0046503665
1615,luxurious,-0.024187109,-0.020047653,sea anemone,-0.02630167,-0.023562577,tentacles,-0.00034332834,-0.0002906099,fibrous,-0.03358119,-0.030076683,canister,0.019455219,0.016933989,aquatic insect,0.024422105,0.018583855,headscarf,-0.008396318,-0.0068243816,crab pot,0.009061802,0.007770145,sea,-0.010858865,-0.008369078,cleaning rod,0.0008395668,0.0005952837,compost,0.014323993,0.01026869,folded,-0.0074201636,-0.006115686,toad,0.0036844662,0.002753218,pantry,-0.009568095,-0.0065729334,covering,-0.008062787,-0.0059192968,long dress,0.00663309,0.004639892
